timestamp,model_name,serving_pool,desired_replicas,ready_replicas,max_batch_size,concurrency_limit,queued_requests,kv_cache_used_gb,health_state
2026-04-03T17:45:00Z,reranker-3b,shared,1,1,48,96,19,4.84,normal
2026-04-03T17:45:00Z,batch-summarizer-7b,training,1,1,24,48,15,10.88,normal
2026-04-03T18:00:00Z,chat-small-8b,shared,2,2,16,64,9,16.47,normal
2026-04-03T18:00:00Z,chat-mid-34b,serving,3,3,12,72,9,45.01,normal
2026-04-03T18:00:00Z,code-assist-15b,shared,2,2,14,56,10,17.73,normal
2026-04-03T18:00:00Z,vision-chat-12b,serving,2,2,8,32,17,54.39,normal
2026-04-03T18:00:00Z,embed-small,shared,2,2,64,256,11,12.43,normal
2026-04-03T18:00:00Z,reranker-3b,shared,1,1,48,96,10,2.96,normal
2026-04-03T18:00:00Z,batch-summarizer-7b,training,1,1,24,48,13,9.34,normal
2026-04-03T18:15:00Z,chat-small-8b,shared,2,2,16,64,9,16.35,normal
2026-04-03T18:15:00Z,chat-mid-34b,serving,3,3,12,72,5,92.25,normal
2026-04-03T18:15:00Z,code-assist-15b,shared,2,2,14,56,13,15.37,normal
2026-04-03T18:15:00Z,vision-chat-12b,serving,2,2,8,32,16,29.26,normal
2026-04-03T18:15:00Z,embed-small,shared,2,2,64,256,6,6.37,normal
2026-04-03T18:15:00Z,reranker-3b,shared,1,1,48,96,1,3.55,normal
2026-04-03T18:15:00Z,batch-summarizer-7b,training,1,1,24,48,13,8.82,normal
2026-04-03T18:30:00Z,chat-small-8b,shared,2,2,16,64,14,10.88,normal
2026-04-03T18:30:00Z,chat-mid-34b,serving,3,3,12,72,0,97.72,normal
2026-04-03T18:30:00Z,code-assist-15b,shared,2,2,14,56,16,22.11,normal
2026-04-03T18:30:00Z,vision-chat-12b,serving,2,2,8,32,3,32.96,normal
2026-04-03T18:30:00Z,embed-small,shared,2,2,64,256,12,9.93,normal
2026-04-03T18:30:00Z,reranker-3b,shared,1,1,48,96,2,4.86,normal
2026-04-03T18:30:00Z,batch-summarizer-7b,training,1,1,24,48,14,12.07,normal
2026-04-03T18:45:00Z,chat-small-8b,shared,2,2,16,64,9,8.34,normal
2026-04-03T18:45:00Z,chat-mid-34b,serving,3,3,12,72,10,50.07,normal
2026-04-03T18:45:00Z,code-assist-15b,shared,2,2,14,56,5,33.97,normal
2026-04-03T18:45:00Z,vision-chat-12b,serving,2,2,8,32,12,51.39,normal
2026-04-03T18:45:00Z,embed-small,shared,2,2,64,256,7,9.25,normal
2026-04-03T18:45:00Z,reranker-3b,shared,1,1,48,96,12,2.65,normal
2026-04-03T18:45:00Z,batch-summarizer-7b,training,1,1,24,48,9,9.56,normal
2026-04-03T19:00:00Z,chat-small-8b,shared,2,2,16,64,14,14.19,normal
2026-04-03T19:00:00Z,chat-mid-34b,serving,3,3,12,72,12,61.4,normal
2026-04-03T19:00:00Z,code-assist-15b,shared,2,2,14,56,6,25.31,normal
2026-04-03T19:00:00Z,vision-chat-12b,serving,2,2,8,32,13,59.91,normal
2026-04-03T19:00:00Z,embed-small,shared,2,2,64,256,9,8.17,normal
2026-04-03T19:00:00Z,reranker-3b,shared,1,1,48,96,10,4.69,normal
2026-04-03T19:00:00Z,batch-summarizer-7b,training,1,1,24,48,13,9.05,normal
2026-04-03T19:15:00Z,chat-small-8b,shared,2,2,16,64,0,11.81,normal
2026-04-03T19:15:00Z,chat-mid-34b,serving,3,3,12,72,4,76.08,normal
2026-04-03T19:15:00Z,code-assist-15b,shared,2,2,14,56,4,26.99,normal
2026-04-03T19:15:00Z,vision-chat-12b,serving,2,2,8,32,13,52.29,normal
2026-04-03T19:15:00Z,embed-small,shared,2,2,64,256,12,10.56,normal
2026-04-03T19:15:00Z,reranker-3b,shared,1,1,48,96,18,4.08,normal
2026-04-03T19:15:00Z,batch-summarizer-7b,training,1,1,24,48,14,9.82,normal
2026-04-03T19:30:00Z,chat-small-8b,shared,2,2,16,64,13,15.13,normal
2026-04-03T19:30:00Z,chat-mid-34b,serving,3,3,12,72,6,58.66,normal
2026-04-03T19:30:00Z,code-assist-15b,shared,2,2,14,56,14,13.7,normal
2026-04-03T19:30:00Z,vision-chat-12b,serving,2,2,8,32,7,28.01,normal
2026-04-03T19:30:00Z,embed-small,shared,2,2,64,256,9,8.25,normal
2026-04-03T19:30:00Z,reranker-3b,shared,1,1,48,96,14,3.59,normal
2026-04-03T19:30:00Z,batch-summarizer-7b,training,1,1,24,48,19,9.64,normal
2026-04-03T19:45:00Z,chat-small-8b,shared,2,2,16,64,6,13.31,normal
2026-04-03T19:45:00Z,chat-mid-34b,serving,3,3,12,72,5,64.19,normal
2026-04-03T19:45:00Z,code-assist-15b,shared,2,2,14,56,8,37.34,normal
2026-04-03T19:45:00Z,vision-chat-12b,serving,2,2,8,32,2,54.15,normal
2026-04-03T19:45:00Z,embed-small,shared,2,2,64,256,12,7.15,normal
2026-04-03T19:45:00Z,reranker-3b,shared,1,1,48,96,4,3.24,normal
2026-04-03T19:45:00Z,batch-summarizer-7b,training,1,1,24,48,7,4.63,normal
2026-04-03T20:00:00Z,chat-small-8b,shared,2,2,16,64,3,9.83,normal
2026-04-03T20:00:00Z,chat-mid-34b,serving,3,3,12,72,6,61.35,normal
2026-04-03T20:00:00Z,code-assist-15b,shared,2,2,14,56,12,35.31,normal
2026-04-03T20:00:00Z,vision-chat-12b,serving,2,2,8,32,7,60.28,normal
2026-04-03T20:00:00Z,embed-small,shared,2,2,64,256,9,10.45,normal
2026-04-03T20:00:00Z,reranker-3b,shared,1,1,48,96,10,3.33,normal
2026-04-03T20:00:00Z,batch-summarizer-7b,training,1,1,24,48,17,11.67,normal
2026-04-03T20:15:00Z,chat-small-8b,shared,2,2,16,64,9,8.68,normal
2026-04-03T20:15:00Z,chat-mid-34b,serving,3,3,12,72,19,55.56,normal
2026-04-03T20:15:00Z,code-assist-15b,shared,2,2,14,56,12,36.48,normal
2026-04-03T20:15:00Z,vision-chat-12b,serving,2,2,8,32,13,42.78,normal
2026-04-03T20:15:00Z,embed-small,shared,2,2,64,256,12,10.35,normal
2026-04-03T20:15:00Z,reranker-3b,shared,1,1,48,96,10,2.14,normal
2026-04-03T20:15:00Z,batch-summarizer-7b,training,1,1,24,48,7,8.51,normal
2026-04-03T20:30:00Z,chat-small-8b,shared,2,2,16,64,10,10.64,normal
2026-04-03T20:30:00Z,chat-mid-34b,serving,3,3,12,72,3,85.64,normal
2026-04-03T20:30:00Z,code-assist-15b,shared,2,2,14,56,7,30.99,normal
2026-04-03T20:30:00Z,vision-chat-12b,serving,2,2,8,32,3,60.58,normal
2026-04-03T20:30:00Z,embed-small,shared,2,2,64,256,5,4.92,normal
2026-04-03T20:30:00Z,reranker-3b,shared,1,1,48,96,8,5.06,normal
2026-04-03T20:30:00Z,batch-summarizer-7b,training,1,1,24,48,3,10.84,normal
2026-04-03T20:45:00Z,chat-small-8b,shared,2,2,16,64,9,19.68,normal
2026-04-03T20:45:00Z,chat-mid-34b,serving,3,3,12,72,5,48.44,normal
2026-04-03T20:45:00Z,code-assist-15b,shared,2,2,14,56,5,22.29,normal
2026-04-03T20:45:00Z,vision-chat-12b,serving,2,2,8,32,2,39.61,normal
2026-04-03T20:45:00Z,embed-small,shared,2,2,64,256,0,10.6,normal
2026-04-03T20:45:00Z,reranker-3b,shared,1,1,48,96,6,2.91,normal
2026-04-03T20:45:00Z,batch-summarizer-7b,training,1,1,24,48,8,8.9,normal
2026-04-03T21:00:00Z,chat-small-8b,shared,2,2,16,64,4,11.24,normal
2026-04-03T21:00:00Z,chat-mid-34b,serving,3,3,12,72,10,85.98,normal
2026-04-03T21:00:00Z,code-assist-15b,shared,2,2,14,56,5,15.03,normal
2026-04-03T21:00:00Z,vision-chat-12b,serving,2,2,8,32,8,45.88,normal
2026-04-03T21:00:00Z,embed-small,shared,2,2,64,256,9,10.98,normal
2026-04-03T21:00:00Z,reranker-3b,shared,1,1,48,96,9,2.45,normal
2026-04-03T21:00:00Z,batch-summarizer-7b,training,1,1,24,48,11,8.97,normal
2026-04-03T21:15:00Z,chat-small-8b,shared,2,2,16,64,16,10.61,normal
2026-04-03T21:15:00Z,chat-mid-34b,serving,3,3,12,72,14,99.52,normal
2026-04-03T21:15:00Z,code-assist-15b,shared,2,2,14,56,11,19.42,normal
2026-04-03T21:15:00Z,vision-chat-12b,serving,2,2,8,32,2,31.19,normal
2026-04-03T21:15:00Z,embed-small,shared,2,2,64,256,12,12.13,normal
2026-04-03T21:15:00Z,reranker-3b,shared,1,1,48,96,7,3.43,normal
2026-04-03T21:15:00Z,batch-summarizer-7b,training,1,1,24,48,1,6.66,normal
2026-04-03T21:30:00Z,chat-small-8b,shared,2,2,16,64,10,19.5,normal
2026-04-03T21:30:00Z,chat-mid-34b,serving,3,3,12,72,10,87.93,normal
2026-04-03T21:30:00Z,code-assist-15b,shared,2,2,14,56,7,31.69,normal
2026-04-03T21:30:00Z,vision-chat-12b,serving,2,2,8,32,2,35.83,normal
2026-04-03T21:30:00Z,embed-small,shared,2,2,64,256,10,6.52,normal
2026-04-03T21:30:00Z,reranker-3b,shared,1,1,48,96,2,2.67,normal
2026-04-03T21:30:00Z,batch-summarizer-7b,training,1,1,24,48,3,7.59,normal
2026-04-03T21:45:00Z,chat-small-8b,shared,2,2,16,64,2,12.92,normal
2026-04-03T21:45:00Z,chat-mid-34b,serving,3,3,12,72,0,96.17,normal
2026-04-03T21:45:00Z,code-assist-15b,shared,2,2,14,56,7,23.28,normal
2026-04-03T21:45:00Z,vision-chat-12b,serving,2,2,8,32,12,30.03,normal
2026-04-03T21:45:00Z,embed-small,shared,2,2,64,256,9,13.1,normal
2026-04-03T21:45:00Z,reranker-3b,shared,1,1,48,96,4,3.93,normal
2026-04-03T21:45:00Z,batch-summarizer-7b,training,1,1,24,48,9,12.04,normal
2026-04-03T22:00:00Z,chat-small-8b,shared,2,2,16,64,5,18.88,normal
2026-04-03T22:00:00Z,chat-mid-34b,serving,3,3,12,72,3,37.35,normal
2026-04-03T22:00:00Z,code-assist-15b,shared,2,2,14,56,8,13.75,normal
2026-04-03T22:00:00Z,vision-chat-12b,serving,2,2,8,32,9,59.6,normal
2026-04-03T22:00:00Z,embed-small,shared,2,2,64,256,7,8.71,normal
2026-04-03T22:00:00Z,reranker-3b,shared,1,1,48,96,8,5.36,normal
2026-04-03T22:00:00Z,batch-summarizer-7b,training,1,1,24,48,5,5.81,normal
2026-04-03T22:15:00Z,chat-small-8b,shared,2,2,16,64,5,19.66,normal
2026-04-03T22:15:00Z,chat-mid-34b,serving,3,3,12,72,12,83.91,normal
2026-04-03T22:15:00Z,code-assist-15b,shared,2,2,14,56,6,28.83,normal
2026-04-03T22:15:00Z,vision-chat-12b,serving,2,2,8,32,10,43.2,normal
2026-04-03T22:15:00Z,embed-small,shared,2,2,64,256,11,8.22,normal
2026-04-03T22:15:00Z,reranker-3b,shared,1,1,48,96,8,3.44,normal
2026-04-03T22:15:00Z,batch-summarizer-7b,training,1,1,24,48,6,9.01,normal
2026-04-03T22:30:00Z,chat-small-8b,shared,2,2,16,64,3,8.33,normal
2026-04-03T22:30:00Z,chat-mid-34b,serving,3,3,12,72,7,84.57,normal
2026-04-03T22:30:00Z,code-assist-15b,shared,2,2,14,56,1,16.72,normal
2026-04-03T22:30:00Z,vision-chat-12b,serving,2,2,8,32,7,42.26,normal
2026-04-03T22:30:00Z,embed-small,shared,2,2,64,256,10,6.9,normal
2026-04-03T22:30:00Z,reranker-3b,shared,1,1,48,96,1,2.15,normal
2026-04-03T22:30:00Z,batch-summarizer-7b,training,1,1,24,48,5,9.74,normal
2026-04-03T22:45:00Z,chat-small-8b,shared,2,2,16,64,3,18.84,normal
2026-04-03T22:45:00Z,chat-mid-34b,serving,3,3,12,72,9,39.75,normal
2026-04-03T22:45:00Z,code-assist-15b,shared,2,2,14,56,9,37.31,normal
2026-04-03T22:45:00Z,vision-chat-12b,serving,2,2,8,32,1,47.64,normal
2026-04-03T22:45:00Z,embed-small,shared,2,2,64,256,9,10.26,normal
2026-04-03T22:45:00Z,reranker-3b,shared,1,1,48,96,10,2.72,normal
2026-04-03T22:45:00Z,batch-summarizer-7b,training,1,1,24,48,4,9.73,normal
2026-04-03T23:00:00Z,chat-small-8b,shared,2,2,16,64,2,18.87,normal
2026-04-03T23:00:00Z,chat-mid-34b,serving,3,3,12,72,12,93.04,normal
2026-04-03T23:00:00Z,code-assist-15b,shared,2,2,14,56,5,14.16,normal
2026-04-03T23:00:00Z,vision-chat-12b,serving,2,2,8,32,11,41.09,normal
2026-04-03T23:00:00Z,embed-small,shared,2,2,64,256,11,10.35,normal
2026-04-03T23:00:00Z,reranker-3b,shared,1,1,48,96,8,4.92,normal
2026-04-03T23:00:00Z,batch-summarizer-7b,training,1,1,24,48,9,4.92,normal
2026-04-03T23:15:00Z,chat-small-8b,shared,2,2,16,64,9,14.11,normal
2026-04-03T23:15:00Z,chat-mid-34b,serving,3,3,12,72,7,47.2,normal
2026-04-03T23:15:00Z,code-assist-15b,shared,2,2,14,56,2,37.1,normal
2026-04-03T23:15:00Z,vision-chat-12b,serving,2,2,8,32,6,52.04,normal
2026-04-03T23:15:00Z,embed-small,shared,2,2,64,256,3,7.37,normal
2026-04-03T23:15:00Z,reranker-3b,shared,1,1,48,96,3,3.5,normal
2026-04-03T23:15:00Z,batch-summarizer-7b,training,1,1,24,48,6,11.86,normal
2026-04-03T23:30:00Z,chat-small-8b,shared,2,2,16,64,0,7.97,normal
2026-04-03T23:30:00Z,chat-mid-34b,serving,3,3,12,72,0,78.35,normal
2026-04-03T23:30:00Z,code-assist-15b,shared,2,2,14,56,3,28.77,normal
2026-04-03T23:30:00Z,vision-chat-12b,serving,2,2,8,32,1,63.4,normal
2026-04-03T23:30:00Z,embed-small,shared,2,2,64,256,7,8.1,normal
2026-04-03T23:30:00Z,reranker-3b,shared,1,1,48,96,1,3.31,normal
2026-04-03T23:30:00Z,batch-summarizer-7b,training,1,1,24,48,4,7.91,normal
2026-04-03T23:45:00Z,chat-small-8b,shared,2,2,16,64,6,18.9,normal
2026-04-03T23:45:00Z,chat-mid-34b,serving,3,3,12,72,5,46.26,normal
2026-04-03T23:45:00Z,code-assist-15b,shared,2,2,14,56,3,21.92,normal
2026-04-03T23:45:00Z,vision-chat-12b,serving,2,2,8,32,2,57.97,normal
2026-04-03T23:45:00Z,embed-small,shared,2,2,64,256,7,10.95,normal
2026-04-03T23:45:00Z,reranker-3b,shared,1,1,48,96,3,3.78,normal
2026-04-03T23:45:00Z,batch-summarizer-7b,training,1,1,24,48,7,9.28,normal
2026-04-04T00:00:00Z,chat-small-8b,shared,2,2,16,64,6,7.29,normal
2026-04-04T00:00:00Z,chat-mid-34b,serving,3,3,12,72,2,93.88,normal
2026-04-04T00:00:00Z,code-assist-15b,shared,2,2,14,56,0,15.03,normal
2026-04-04T00:00:00Z,vision-chat-12b,serving,2,2,8,32,5,29.47,normal
2026-04-04T00:00:00Z,embed-small,shared,2,2,64,256,5,4.82,normal
2026-04-04T00:00:00Z,reranker-3b,shared,1,1,48,96,8,2.79,normal
2026-04-04T00:00:00Z,batch-summarizer-7b,training,1,1,24,48,3,9.66,normal
2026-04-04T00:15:00Z,chat-small-8b,shared,2,2,16,64,0,11.94,normal
2026-04-04T00:15:00Z,chat-mid-34b,serving,3,3,12,72,6,84.43,normal
2026-04-04T00:15:00Z,code-assist-15b,shared,2,2,14,56,3,27.37,normal
2026-04-04T00:15:00Z,vision-chat-12b,serving,2,2,8,32,4,51.5,normal
2026-04-04T00:15:00Z,embed-small,shared,2,2,64,256,4,7.39,normal
2026-04-04T00:15:00Z,reranker-3b,shared,1,1,48,96,9,2.2,normal
2026-04-04T00:15:00Z,batch-summarizer-7b,training,1,1,24,48,2,9.65,normal
2026-04-04T00:30:00Z,chat-small-8b,shared,2,2,16,64,0,18.35,normal
2026-04-04T00:30:00Z,chat-mid-34b,serving,3,3,12,72,5,69.75,normal
2026-04-04T00:30:00Z,code-assist-15b,shared,2,2,14,56,6,27.06,normal
2026-04-04T00:30:00Z,vision-chat-12b,serving,2,2,8,32,3,36.14,normal
2026-04-04T00:30:00Z,embed-small,shared,2,2,64,256,3,12.14,normal
2026-04-04T00:30:00Z,reranker-3b,shared,1,1,48,96,0,2.36,normal
2026-04-04T00:30:00Z,batch-summarizer-7b,training,1,1,24,48,7,8.13,normal
2026-04-04T00:45:00Z,chat-small-8b,shared,2,2,16,64,1,8.37,normal
2026-04-04T00:45:00Z,chat-mid-34b,serving,3,3,12,72,9,61.38,normal
2026-04-04T00:45:00Z,code-assist-15b,shared,2,2,14,56,1,18.68,normal
2026-04-04T00:45:00Z,vision-chat-12b,serving,2,2,8,32,0,25.29,normal
2026-04-04T00:45:00Z,embed-small,shared,2,2,64,256,2,10.09,normal
2026-04-04T00:45:00Z,reranker-3b,shared,1,1,48,96,9,4.3,normal
2026-04-04T00:45:00Z,batch-summarizer-7b,training,1,1,24,48,1,7.8,normal
2026-04-04T01:00:00Z,chat-small-8b,shared,2,2,16,64,3,7.86,normal
2026-04-04T01:00:00Z,chat-mid-34b,serving,3,3,12,72,4,38.54,normal
2026-04-04T01:00:00Z,code-assist-15b,shared,2,2,14,56,14,17.88,normal
2026-04-04T01:00:00Z,vision-chat-12b,serving,2,2,8,32,0,26.95,normal
2026-04-04T01:00:00Z,embed-small,shared,2,2,64,256,0,9.01,normal
2026-04-04T01:00:00Z,reranker-3b,shared,1,1,48,96,8,2.83,normal
2026-04-04T01:00:00Z,batch-summarizer-7b,training,1,1,24,48,1,11.69,normal
2026-04-04T01:15:00Z,chat-small-8b,shared,2,2,16,64,1,11.11,normal
2026-04-04T01:15:00Z,chat-mid-34b,serving,3,3,12,72,3,94.11,normal
2026-04-04T01:15:00Z,code-assist-15b,shared,2,2,14,56,3,24.01,normal
2026-04-04T01:15:00Z,vision-chat-12b,serving,2,2,8,32,7,58.44,normal
2026-04-04T01:15:00Z,embed-small,shared,2,2,64,256,5,8.69,normal
2026-04-04T01:15:00Z,reranker-3b,shared,1,1,48,96,3,2.08,normal
2026-04-04T01:15:00Z,batch-summarizer-7b,training,1,1,24,48,8,8.29,normal
2026-04-04T01:30:00Z,chat-small-8b,shared,2,2,16,64,4,11.02,normal
2026-04-04T01:30:00Z,chat-mid-34b,serving,3,3,12,72,8,80.93,normal
2026-04-04T01:30:00Z,code-assist-15b,shared,2,2,14,56,6,19.94,normal
2026-04-04T01:30:00Z,vision-chat-12b,serving,2,2,8,32,3,50.86,normal
2026-04-04T01:30:00Z,embed-small,shared,2,2,64,256,6,6.68,normal
2026-04-04T01:30:00Z,reranker-3b,shared,1,1,48,96,2,2.85,normal
2026-04-04T01:30:00Z,batch-summarizer-7b,training,1,1,24,48,2,5.3,normal
2026-04-04T01:45:00Z,chat-small-8b,shared,2,2,16,64,0,14.83,normal
2026-04-04T01:45:00Z,chat-mid-34b,serving,3,3,12,72,14,46.38,normal
2026-04-04T01:45:00Z,code-assist-15b,shared,2,2,14,56,8,16.89,normal
2026-04-04T01:45:00Z,vision-chat-12b,serving,2,2,8,32,11,46.39,normal
2026-04-04T01:45:00Z,embed-small,shared,2,2,64,256,1,10.01,normal
2026-04-04T01:45:00Z,reranker-3b,shared,1,1,48,96,5,3.95,normal
2026-04-04T01:45:00Z,batch-summarizer-7b,training,1,1,24,48,0,4.84,normal
2026-04-04T02:00:00Z,chat-small-8b,shared,2,2,16,64,6,18.57,normal
2026-04-04T02:00:00Z,chat-mid-34b,serving,3,3,12,72,0,45.04,normal
2026-04-04T02:00:00Z,code-assist-15b,shared,2,2,14,56,7,16.34,normal
2026-04-04T02:00:00Z,vision-chat-12b,serving,2,2,8,32,7,52.87,normal
2026-04-04T02:00:00Z,embed-small,shared,2,2,64,256,5,6.08,normal
2026-04-04T02:00:00Z,reranker-3b,shared,1,1,48,96,5,4.4,normal
2026-04-04T02:00:00Z,batch-summarizer-7b,training,1,1,24,48,1,8.02,normal
2026-04-04T02:15:00Z,chat-small-8b,shared,2,2,16,64,9,11.24,normal
2026-04-04T02:15:00Z,chat-mid-34b,serving,3,3,12,72,5,75.22,normal
2026-04-04T02:15:00Z,code-assist-15b,shared,2,2,14,56,2,24.77,normal
2026-04-04T02:15:00Z,vision-chat-12b,serving,2,2,8,32,7,30.86,normal
2026-04-04T02:15:00Z,embed-small,shared,2,2,64,256,5,8.58,normal
2026-04-04T02:15:00Z,reranker-3b,shared,1,1,48,96,3,5.48,normal
2026-04-04T02:15:00Z,batch-summarizer-7b,training,1,1,24,48,0,4.76,normal
2026-04-04T02:30:00Z,chat-small-8b,shared,2,2,16,64,6,19.09,normal
2026-04-04T02:30:00Z,chat-mid-34b,serving,3,3,12,72,11,99.1,normal
2026-04-04T02:30:00Z,code-assist-15b,shared,2,2,14,56,3,30.49,normal
2026-04-04T02:30:00Z,vision-chat-12b,serving,2,2,8,32,12,38.73,normal
2026-04-04T02:30:00Z,embed-small,shared,2,2,64,256,7,12.92,normal
2026-04-04T02:30:00Z,reranker-3b,shared,1,1,48,96,4,4.8,normal
2026-04-04T02:30:00Z,batch-summarizer-7b,training,1,1,24,48,15,4.55,normal
2026-04-04T02:45:00Z,chat-small-8b,shared,2,2,16,64,1,17.44,normal
2026-04-04T02:45:00Z,chat-mid-34b,serving,3,3,12,72,12,83.63,normal
2026-04-04T02:45:00Z,code-assist-15b,shared,2,2,14,56,7,16.89,normal
2026-04-04T02:45:00Z,vision-chat-12b,serving,2,2,8,32,14,51.95,normal
2026-04-04T02:45:00Z,embed-small,shared,2,2,64,256,1,6.02,normal
2026-04-04T02:45:00Z,reranker-3b,shared,1,1,48,96,4,4.68,normal
2026-04-04T02:45:00Z,batch-summarizer-7b,training,1,1,24,48,3,5.08,normal
2026-04-04T03:00:00Z,chat-small-8b,shared,2,2,16,64,5,11.55,normal
2026-04-04T03:00:00Z,chat-mid-34b,serving,3,3,12,72,1,50.32,normal
2026-04-04T03:00:00Z,code-assist-15b,shared,2,2,14,56,7,14.94,normal
2026-04-04T03:00:00Z,vision-chat-12b,serving,2,2,8,32,2,56.78,normal
2026-04-04T03:00:00Z,embed-small,shared,2,2,64,256,1,6.95,normal
2026-04-04T03:00:00Z,reranker-3b,shared,1,1,48,96,0,4.59,normal
2026-04-04T03:00:00Z,batch-summarizer-7b,training,1,1,24,48,6,7.25,normal
2026-04-04T03:15:00Z,chat-small-8b,shared,2,2,16,64,5,15.24,normal
2026-04-04T03:15:00Z,chat-mid-34b,serving,3,3,12,72,5,59.34,normal
2026-04-04T03:15:00Z,code-assist-15b,shared,2,2,14,56,1,33.79,normal
2026-04-04T03:15:00Z,vision-chat-12b,serving,2,2,8,32,5,52.98,normal
2026-04-04T03:15:00Z,embed-small,shared,2,2,64,256,1,7.98,normal
2026-04-04T03:15:00Z,reranker-3b,shared,1,1,48,96,5,2.55,normal
2026-04-04T03:15:00Z,batch-summarizer-7b,training,1,1,24,48,2,10.26,normal
2026-04-04T03:30:00Z,chat-small-8b,shared,2,2,16,64,3,18.82,normal
2026-04-04T03:30:00Z,chat-mid-34b,serving,3,3,12,72,1,39.0,normal
2026-04-04T03:30:00Z,code-assist-15b,shared,2,2,14,56,2,26.01,normal
2026-04-04T03:30:00Z,vision-chat-12b,serving,2,2,8,32,0,36.93,normal
2026-04-04T03:30:00Z,embed-small,shared,2,2,64,256,3,10.51,normal
2026-04-04T03:30:00Z,reranker-3b,shared,1,1,48,96,1,5.27,normal
2026-04-04T03:30:00Z,batch-summarizer-7b,training,1,1,24,48,0,10.67,normal
2026-04-04T03:45:00Z,chat-small-8b,shared,2,2,16,64,0,13.71,normal
2026-04-04T03:45:00Z,chat-mid-34b,serving,3,3,12,72,3,51.51,normal
2026-04-04T03:45:00Z,code-assist-15b,shared,2,2,14,56,1,18.29,normal
2026-04-04T03:45:00Z,vision-chat-12b,serving,2,2,8,32,4,48.04,normal
2026-04-04T03:45:00Z,embed-small,shared,2,2,64,256,1,6.8,normal
2026-04-04T03:45:00Z,reranker-3b,shared,1,1,48,96,9,2.07,normal
2026-04-04T03:45:00Z,batch-summarizer-7b,training,1,1,24,48,10,8.28,normal
2026-04-04T04:00:00Z,chat-small-8b,shared,2,2,16,64,4,11.21,normal
2026-04-04T04:00:00Z,chat-mid-34b,serving,3,3,12,72,9,84.06,normal
2026-04-04T04:00:00Z,code-assist-15b,shared,2,2,14,56,4,30.26,normal
2026-04-04T04:00:00Z,vision-chat-12b,serving,2,2,8,32,0,43.61,normal
2026-04-04T04:00:00Z,embed-small,shared,2,2,64,256,1,5.75,normal
2026-04-04T04:00:00Z,reranker-3b,shared,1,1,48,96,6,2.69,normal
2026-04-04T04:00:00Z,batch-summarizer-7b,training,1,1,24,48,7,8.21,normal
2026-04-04T04:15:00Z,chat-small-8b,shared,2,2,16,64,5,10.49,normal
2026-04-04T04:15:00Z,chat-mid-34b,serving,3,3,12,72,0,93.56,normal
2026-04-04T04:15:00Z,code-assist-15b,shared,2,2,14,56,2,25.82,normal
2026-04-04T04:15:00Z,vision-chat-12b,serving,2,2,8,32,5,43.71,normal
2026-04-04T04:15:00Z,embed-small,shared,2,2,64,256,1,11.12,normal
2026-04-04T04:15:00Z,reranker-3b,shared,1,1,48,96,7,2.57,normal
2026-04-04T04:15:00Z,batch-summarizer-7b,training,1,1,24,48,4,5.43,normal
2026-04-04T04:30:00Z,chat-small-8b,shared,2,2,16,64,7,11.35,normal
2026-04-04T04:30:00Z,chat-mid-34b,serving,3,3,12,72,2,56.41,normal
2026-04-04T04:30:00Z,code-assist-15b,shared,2,2,14,56,4,23.01,normal
2026-04-04T04:30:00Z,vision-chat-12b,serving,2,2,8,32,6,28.12,normal
2026-04-04T04:30:00Z,embed-small,shared,2,2,64,256,0,8.34,normal
2026-04-04T04:30:00Z,reranker-3b,shared,1,1,48,96,0,3.25,normal
2026-04-04T04:30:00Z,batch-summarizer-7b,training,1,1,24,48,4,7.46,normal
2026-04-04T04:45:00Z,chat-small-8b,shared,2,2,16,64,6,12.06,normal
2026-04-04T04:45:00Z,chat-mid-34b,serving,3,3,12,72,5,47.26,normal
2026-04-04T04:45:00Z,code-assist-15b,shared,2,2,14,56,4,28.07,normal
2026-04-04T04:45:00Z,vision-chat-12b,serving,2,2,8,32,2,52.24,normal
2026-04-04T04:45:00Z,embed-small,shared,2,2,64,256,5,12.82,normal
2026-04-04T04:45:00Z,reranker-3b,shared,1,1,48,96,6,4.54,normal
2026-04-04T04:45:00Z,batch-summarizer-7b,training,1,1,24,48,13,5.47,normal
2026-04-04T05:00:00Z,chat-small-8b,shared,2,2,16,64,2,7.65,normal
2026-04-04T05:00:00Z,chat-mid-34b,serving,3,3,12,72,13,70.86,normal
2026-04-04T05:00:00Z,code-assist-15b,shared,2,2,14,56,4,37.23,normal
2026-04-04T05:00:00Z,vision-chat-12b,serving,2,2,8,32,5,54.73,normal
2026-04-04T05:00:00Z,embed-small,shared,2,2,64,256,4,5.12,normal
2026-04-04T05:00:00Z,reranker-3b,shared,1,1,48,96,8,4.94,normal
2026-04-04T05:00:00Z,batch-summarizer-7b,training,1,1,24,48,4,7.11,normal
2026-04-04T05:15:00Z,chat-small-8b,shared,2,2,16,64,11,16.2,normal
2026-04-04T05:15:00Z,chat-mid-34b,serving,3,3,12,72,3,58.75,normal
2026-04-04T05:15:00Z,code-assist-15b,shared,2,2,14,56,12,36.51,normal
2026-04-04T05:15:00Z,vision-chat-12b,serving,2,2,8,32,4,36.9,normal
2026-04-04T05:15:00Z,embed-small,shared,2,2,64,256,6,9.68,normal
2026-04-04T05:15:00Z,reranker-3b,shared,1,1,48,96,0,5.21,normal
2026-04-04T05:15:00Z,batch-summarizer-7b,training,1,1,24,48,9,4.47,normal
