submitted_at,started_at,finished_at,team,job_type,model_family,requested_gpus,requested_nodes,min_gpu_memory_gb,estimated_duration_min,actual_duration_min,priority,status,assigned_nodes,queue_wait_min,exit_reason,checkpoint_interval_min,job_id
2026-04-08T19:37:00Z,2026-04-08T21:22:00Z,2026-04-08T22:09:00Z,team-10,evaluation,vision,4,1,48,45,47,low,completed,gpu-node-07,105,success,45,job-00436
2026-04-06T18:55:00Z,2026-04-06T22:41:00Z,2026-04-07T05:58:00Z,team-18,finetune,vision,16,2,48,360,437,low,completed,gpu-node-08|gpu-node-04,226,success,90,job-00314
2026-04-13T20:58:00Z,2026-04-13T21:18:00Z,2026-04-14T00:21:00Z,team-03,finetune,multimodal,1,1,80,180,183,normal,completed,gpu-node-11,20,success,60,job-00722
2026-04-09T06:59:00Z,2026-04-09T07:50:00Z,2026-04-09T08:51:00Z,team-03,batch-inference,multimodal,4,1,40,60,61,normal,completed,gpu-node-07,51,success,30,job-00462
2026-04-06T20:55:00Z,2026-04-06T23:04:00Z,2026-04-07T02:45:00Z,team-21,embedding-index,llm,16,2,48,180,221,normal,completed,gpu-node-05|gpu-node-04,129,success,60,job-00324
2026-04-03T06:12:00Z,2026-04-03T06:57:00Z,2026-04-03T08:46:00Z,team-21,finetune,embedding,4,1,40,90,109,normal,completed,gpu-node-10,45,success,30,job-00110
2026-04-02T15:22:00Z,2026-04-02T15:57:00Z,2026-04-02T16:23:00Z,team-16,embedding-index,llm,1,1,48,30,26,high,completed,gpu-node-04,35,success,30,job-00078
2026-04-14T19:50:00Z,2026-04-14T20:18:00Z,2026-04-14T22:12:00Z,team-20,pretrain,llm,1,1,48,90,114,normal,completed,gpu-node-11,28,success,90,job-00771
2026-04-14T19:11:00Z,2026-04-14T20:03:00Z,2026-04-15T02:34:00Z,team-05,rlhf-batch,multimodal,1,1,48,480,391,low,completed,gpu-node-04,52,success,45,job-00767
2026-04-07T19:49:00Z,2026-04-07T20:30:00Z,2026-04-08T03:00:00Z,team-16,batch-inference,llm,2,1,80,360,390,normal,completed,gpu-node-07,41,success,45,job-00385
2026-04-03T17:23:00Z,2026-04-03T18:35:00Z,2026-04-03T19:33:00Z,team-18,rlhf-batch,multimodal,8,1,40,60,58,normal,completed,gpu-node-10,72,success,30,job-00125
2026-04-01T16:40:00Z,2026-04-01T18:03:00Z,2026-04-02T03:55:00Z,team-12,finetune,llm,4,1,40,720,592,normal,completed,gpu-node-10,83,success,45,job-00033
2026-04-13T12:26:00Z,2026-04-13T13:43:00Z,2026-04-13T21:36:00Z,team-03,finetune,vision,1,1,48,480,473,low,completed,gpu-node-12,77,success,60,job-00694
2026-04-13T12:46:00Z,2026-04-13T13:34:00Z,2026-04-13T14:09:00Z,team-11,finetune,vision,4,1,48,30,35,normal,completed,gpu-node-07,48,success,90,job-00695
2026-04-13T08:45:00Z,2026-04-13T09:04:00Z,2026-04-13T09:52:00Z,team-23,pretrain,embedding,1,1,40,45,48,high,completed,gpu-node-09,19,success,45,job-00680
2026-04-06T21:12:00Z,2026-04-06T21:43:00Z,2026-04-06T22:54:00Z,team-04,batch-inference,multimodal,1,1,48,60,71,low,completed,gpu-node-06,31,success,45,job-00325
2026-04-10T18:13:00Z,2026-04-10T19:08:00Z,2026-04-10T20:56:00Z,team-13,finetune,embedding,8,1,80,120,108,normal,completed,gpu-node-05,55,success,30,job-00551
2026-04-08T03:37:00Z,2026-04-08T04:14:00Z,2026-04-08T04:41:00Z,team-16,evaluation,vision,1,1,48,30,27,low,completed,gpu-node-10,37,success,30,job-00406
2026-04-12T21:35:00Z,2026-04-12T22:13:00Z,2026-04-12T23:17:00Z,team-19,embedding-index,embedding,8,1,48,60,64,high,completed,gpu-node-06,38,success,60,job-00652
2026-04-06T08:00:00Z,2026-04-06T09:43:00Z,2026-04-06T17:35:00Z,team-21,rlhf-batch,embedding,4,1,80,480,472,low,completed,gpu-node-02,103,success,30,job-00288
2026-04-03T14:27:00Z,2026-04-03T15:58:00Z,2026-04-03T20:25:00Z,team-14,finetune,vision,8,1,80,240,267,normal,completed,gpu-node-11,91,success,90,job-00120
2026-04-01T16:35:00Z,2026-04-01T17:35:00Z,2026-04-01T19:44:00Z,team-23,pretrain,llm,1,1,80,120,129,normal,completed,gpu-node-01,60,success,30,job-00032
2026-04-06T09:30:00Z,2026-04-06T10:18:00Z,2026-04-06T10:54:00Z,team-22,rlhf-batch,embedding,2,1,48,45,36,normal,completed,gpu-node-12,48,success,60,job-00292
2026-04-13T11:55:00Z,2026-04-13T12:43:00Z,2026-04-13T14:17:00Z,team-09,evaluation,multimodal,1,1,40,90,94,high,completed,gpu-node-03,48,success,30,job-00690
2026-04-06T19:40:00Z,2026-04-06T19:50:00Z,2026-04-06T20:26:00Z,team-01,finetune,embedding,2,1,40,30,36,high,completed,gpu-node-10,10,success,45,job-00318
2026-04-13T06:43:00Z,2026-04-13T10:01:00Z,2026-04-13T12:15:00Z,team-06,pretrain,llm,16,2,80,120,134,low,completed,gpu-node-07|gpu-node-11,198,success,90,job-00674
2026-04-11T13:45:00Z,2026-04-11T14:47:00Z,2026-04-11T15:56:00Z,team-12,evaluation,llm,4,1,48,90,69,low,completed,gpu-node-03,62,success,90,job-00594
2026-04-07T14:50:00Z,2026-04-07T16:06:00Z,2026-04-07T20:19:00Z,team-10,batch-inference,multimodal,1,1,48,360,253,normal,completed,gpu-node-01,76,success,60,job-00376
2026-04-14T22:06:00Z,2026-04-14T22:50:00Z,2026-04-15T00:42:00Z,team-17,embedding-index,llm,2,1,40,90,112,normal,completed,gpu-node-01,44,success,30,job-00775
2026-04-12T15:10:00Z,2026-04-12T15:23:00Z,2026-04-12T21:55:00Z,team-20,embedding-index,llm,1,1,80,360,392,low,completed,gpu-node-05,13,success,30,job-00642
2026-04-04T08:00:00Z,2026-04-04T08:37:00Z,2026-04-04T09:57:00Z,team-24,finetune,llm,2,1,40,90,80,normal,completed,gpu-node-01,37,success,45,job-00156
2026-04-14T10:34:00Z,2026-04-14T12:24:00Z,2026-04-14T14:05:00Z,team-16,rlhf-batch,multimodal,16,2,48,90,101,high,completed,gpu-node-04|gpu-node-08,110,success,30,job-00748
2026-04-07T17:59:00Z,2026-04-07T19:16:00Z,2026-04-08T01:34:00Z,team-07,finetune,vision,4,1,48,480,378,low,completed,gpu-node-12,77,success,45,job-00381
2026-04-12T04:26:00Z,2026-04-12T04:56:00Z,2026-04-12T05:33:00Z,team-24,evaluation,multimodal,1,1,40,45,37,normal,completed,gpu-node-01,30,success,30,job-00620
2026-04-12T16:02:00Z,2026-04-12T17:44:00Z,2026-04-13T06:17:00Z,team-13,finetune,llm,1,1,80,720,753,low,failed,gpu-node-06,102,user_code_error,60,job-00643
2026-04-06T20:47:00Z,2026-04-06T21:44:00Z,2026-04-07T01:11:00Z,team-15,finetune,vision,2,1,48,240,207,low,completed,gpu-node-08,57,success,30,job-00322
2026-04-04T14:59:00Z,2026-04-04T18:49:00Z,2026-04-05T01:18:00Z,team-14,pretrain,embedding,16,2,48,480,389,normal,completed,gpu-node-11|gpu-node-01,230,success,45,job-00195
2026-04-11T03:21:00Z,2026-04-11T03:56:00Z,2026-04-11T05:55:00Z,team-04,pretrain,multimodal,8,1,48,180,119,high,completed,gpu-node-03,35,success,90,job-00573
2026-04-08T06:42:00Z,2026-04-08T07:06:00Z,2026-04-08T10:17:00Z,team-02,pretrain,multimodal,1,1,40,180,191,low,completed,gpu-node-06,24,success,45,job-00415
2026-04-04T04:04:00Z,2026-04-04T04:23:00Z,2026-04-04T05:25:00Z,team-12,batch-inference,embedding,1,1,80,90,62,low,completed,gpu-node-06,19,success,45,job-00152
2026-04-01T07:50:00Z,2026-04-01T08:23:00Z,2026-04-01T10:36:00Z,team-03,rlhf-batch,vision,1,1,40,120,133,normal,completed,gpu-node-02,33,success,30,job-00014
2026-04-06T06:47:00Z,2026-04-06T07:12:00Z,2026-04-06T19:14:00Z,team-03,finetune,multimodal,1,1,40,720,722,low,completed,gpu-node-01,25,success,30,job-00285
2026-04-09T06:43:00Z,2026-04-09T07:58:00Z,2026-04-09T17:54:00Z,team-10,rlhf-batch,embedding,4,1,80,480,596,normal,completed,gpu-node-01,75,success,45,job-00461
2026-04-01T03:34:00Z,2026-04-01T04:30:00Z,2026-04-01T06:28:00Z,team-06,pretrain,vision,2,1,40,90,118,low,completed,gpu-node-03,56,success,45,job-00004
2026-04-14T05:53:00Z,2026-04-14T08:11:00Z,2026-04-14T11:10:00Z,team-08,rlhf-batch,embedding,8,1,40,240,179,low,completed,gpu-node-05,138,success,30,job-00743
2026-04-02T16:29:00Z,2026-04-02T17:23:00Z,2026-04-02T19:26:00Z,team-10,batch-inference,embedding,1,1,80,90,123,normal,completed,gpu-node-02,54,success,60,job-00082
2026-04-04T07:35:00Z,2026-04-04T07:59:00Z,2026-04-04T15:17:00Z,team-11,rlhf-batch,llm,2,1,40,480,438,normal,completed,gpu-node-07,24,success,90,job-00155
2026-04-05T08:19:00Z,2026-04-05T08:34:00Z,2026-04-05T09:02:00Z,team-20,pretrain,vision,2,1,40,30,28,normal,completed,gpu-node-04,15,success,45,job-00241
2026-04-07T13:33:00Z,2026-04-07T14:19:00Z,2026-04-07T15:56:00Z,team-13,evaluation,vision,2,1,80,90,97,normal,completed,gpu-node-11,46,success,90,job-00372
2026-04-04T19:57:00Z,2026-04-04T20:21:00Z,2026-04-04T22:38:00Z,team-19,batch-inference,multimodal,1,1,48,120,137,normal,completed,gpu-node-01,24,success,60,job-00213
2026-04-02T05:46:00Z,2026-04-02T07:48:00Z,2026-04-02T14:22:00Z,team-18,batch-inference,vision,32,4,48,480,394,high,completed,gpu-node-08|gpu-node-02|gpu-node-12|gpu-node-11,122,success,60,job-00057
2026-04-10T01:06:00Z,2026-04-10T01:30:00Z,2026-04-10T02:01:00Z,team-02,finetune,llm,1,1,40,30,31,normal,canceled,gpu-node-09,24,user_canceled,60,job-00518
2026-04-03T14:01:00Z,2026-04-03T17:20:00Z,2026-04-03T20:17:00Z,team-02,embedding-index,llm,16,2,80,180,177,low,completed,gpu-node-04|gpu-node-08,199,success,60,job-00119
2026-04-01T00:31:00Z,2026-04-01T00:43:00Z,2026-04-01T03:10:00Z,team-16,finetune,llm,2,1,40,120,147,normal,completed,gpu-node-07,12,success,60,job-00001
2026-04-04T17:18:00Z,2026-04-04T20:21:00Z,2026-04-04T21:18:00Z,team-21,rlhf-batch,vision,16,2,80,45,57,low,completed,gpu-node-10|gpu-node-05,183,success,90,job-00209
2026-04-02T20:21:00Z,2026-04-02T21:20:00Z,2026-04-02T21:47:00Z,team-01,batch-inference,multimodal,2,1,80,30,27,low,completed,gpu-node-03,59,success,30,job-00091
2026-04-03T02:28:00Z,2026-04-03T02:49:00Z,2026-04-03T10:49:00Z,team-04,pretrain,multimodal,1,1,40,480,480,high,completed,gpu-node-07,21,success,30,job-00101
2026-04-04T03:02:00Z,2026-04-04T04:01:00Z,2026-04-04T13:35:00Z,team-10,batch-inference,embedding,8,1,80,480,574,normal,completed,gpu-node-05,59,success,60,job-00151
2026-04-08T16:05:00Z,2026-04-08T20:45:00Z,2026-04-08T22:19:00Z,team-11,embedding-index,multimodal,32,4,48,90,94,normal,completed,gpu-node-02|gpu-node-12|gpu-node-09|gpu-node-10,280,success,60,job-00430
2026-04-06T22:32:00Z,2026-04-06T22:56:00Z,2026-04-07T02:52:00Z,team-20,evaluation,llm,1,1,48,240,236,normal,completed,gpu-node-07,24,success,30,job-00329
2026-04-03T13:45:00Z,2026-04-03T14:29:00Z,2026-04-03T15:41:00Z,team-13,batch-inference,embedding,1,1,80,60,72,low,completed,gpu-node-02,44,success,60,job-00118
2026-04-08T01:48:00Z,2026-04-08T02:34:00Z,2026-04-08T03:17:00Z,team-12,finetune,embedding,2,1,80,45,43,low,completed,gpu-node-08,46,success,45,job-00403
2026-04-09T21:45:00Z,2026-04-09T22:02:00Z,2026-04-09T23:38:00Z,team-02,finetune,multimodal,1,1,80,90,96,high,completed,gpu-node-12,17,success,45,job-00508
2026-04-07T21:42:00Z,2026-04-08T01:04:00Z,2026-04-08T04:49:00Z,team-06,rlhf-batch,multimodal,16,2,80,240,225,low,completed,gpu-node-04|gpu-node-08,202,success,30,job-00391
2026-04-11T13:21:00Z,2026-04-11T13:36:00Z,2026-04-11T20:13:00Z,team-18,finetune,multimodal,2,1,40,480,397,high,failed,gpu-node-04,15,gpu_xid_ecc_error,90,job-00593
2026-04-02T01:35:00Z,2026-04-02T01:53:00Z,2026-04-02T04:36:00Z,team-19,finetune,multimodal,4,1,80,180,163,high,completed,gpu-node-05,18,success,45,job-00051
2026-04-06T22:04:00Z,2026-04-06T22:17:00Z,2026-04-06T23:47:00Z,team-22,finetune,multimodal,1,1,80,90,90,low,completed,gpu-node-12,13,success,30,job-00328
2026-04-09T02:38:00Z,2026-04-09T03:01:00Z,2026-04-09T03:45:00Z,team-11,embedding-index,embedding,1,1,80,45,44,normal,completed,gpu-node-03,23,success,90,job-00452
2026-04-02T18:28:00Z,2026-04-02T19:22:00Z,2026-04-03T00:54:00Z,team-24,pretrain,embedding,1,1,48,480,332,normal,completed,gpu-node-01,54,success,90,job-00088
2026-04-02T16:32:00Z,2026-04-02T17:18:00Z,2026-04-02T18:23:00Z,team-03,embedding-index,embedding,1,1,80,60,65,high,completed,gpu-node-02,46,success,60,job-00084
2026-04-05T14:36:00Z,2026-04-05T15:30:00Z,2026-04-05T19:15:00Z,team-10,finetune,vision,1,1,48,240,225,low,completed,gpu-node-03,54,success,45,job-00252
2026-04-04T00:22:00Z,2026-04-04T00:52:00Z,2026-04-04T01:19:00Z,team-05,evaluation,multimodal,4,1,48,30,27,high,completed,gpu-node-08,30,success,90,job-00144
2026-04-05T03:50:00Z,2026-04-05T05:03:00Z,2026-04-05T11:34:00Z,team-24,batch-inference,llm,16,2,40,360,391,high,completed,gpu-node-10|gpu-node-03,73,success,45,job-00230
2026-04-10T05:35:00Z,2026-04-10T06:14:00Z,2026-04-10T16:20:00Z,team-14,embedding-index,llm,2,1,40,480,606,normal,completed,gpu-node-01,39,success,90,job-00525
2026-04-03T02:17:00Z,2026-04-03T02:47:00Z,2026-04-03T03:33:00Z,team-24,finetune,vision,1,1,40,45,46,normal,completed,gpu-node-08,30,success,30,job-00100
2026-04-12T07:38:00Z,2026-04-12T07:56:00Z,2026-04-12T08:39:00Z,team-09,embedding-index,vision,1,1,40,60,43,high,completed,gpu-node-12,18,success,45,job-00625
2026-04-11T01:39:00Z,2026-04-11T02:36:00Z,2026-04-11T02:55:00Z,team-05,embedding-index,vision,1,1,48,30,19,normal,completed,gpu-node-02,57,success,30,job-00568
2026-04-12T00:50:00Z,2026-04-12T01:02:00Z,2026-04-12T02:59:00Z,team-24,rlhf-batch,embedding,1,1,40,120,117,high,completed,gpu-node-01,12,success,60,job-00614
2026-04-03T15:26:00Z,2026-04-03T17:05:00Z,2026-04-03T18:05:00Z,team-09,embedding-index,multimodal,4,1,80,60,60,low,completed,gpu-node-07,99,success,30,job-00122
2026-04-08T10:00:00Z,2026-04-08T10:43:00Z,2026-04-08T12:40:00Z,team-18,pretrain,llm,4,1,40,120,117,high,completed,gpu-node-03,43,success,90,job-00422
2026-04-03T23:27:00Z,2026-04-04T00:32:00Z,2026-04-04T08:08:00Z,team-03,finetune,llm,4,1,48,480,456,normal,completed,gpu-node-09,65,success,90,job-00141
2026-04-14T12:41:00Z,2026-04-14T12:50:00Z,2026-04-14T20:21:00Z,team-10,evaluation,vision,1,1,40,480,451,normal,completed,gpu-node-05,9,success,45,job-00751
2026-04-12T20:34:00Z,2026-04-12T21:09:00Z,2026-04-13T01:00:00Z,team-16,finetune,vision,2,1,80,180,231,normal,completed,gpu-node-04,35,success,45,job-00650
2026-04-10T01:31:00Z,2026-04-10T01:41:00Z,2026-04-10T02:46:00Z,team-12,finetune,vision,1,1,40,90,65,high,completed,gpu-node-01,10,success,45,job-00520
2026-04-08T13:22:00Z,2026-04-08T13:55:00Z,2026-04-08T18:25:00Z,team-07,embedding-index,vision,1,1,80,240,270,normal,completed,gpu-node-04,33,success,30,job-00424
2026-04-10T19:51:00Z,2026-04-10T20:01:00Z,2026-04-11T04:00:00Z,team-01,pretrain,embedding,1,1,48,360,479,normal,completed,gpu-node-07,10,success,90,job-00554
2026-04-14T20:28:00Z,2026-04-14T22:05:00Z,2026-04-14T23:16:00Z,team-01,finetune,multimodal,8,1,80,90,71,low,completed,gpu-node-03,97,success,90,job-00773
2026-04-14T09:31:00Z,2026-04-14T10:19:00Z,2026-04-14T13:57:00Z,team-04,evaluation,multimodal,1,1,48,240,218,high,completed,gpu-node-07,48,success,30,job-00747
2026-04-05T15:51:00Z,2026-04-05T17:45:00Z,2026-04-06T02:23:00Z,team-06,finetune,vision,16,2,40,720,518,normal,completed,gpu-node-09|gpu-node-06,114,success,30,job-00254
2026-04-06T18:29:00Z,2026-04-06T18:58:00Z,2026-04-06T20:00:00Z,team-16,pretrain,embedding,1,1,80,90,62,normal,completed,gpu-node-12,29,success,90,job-00312
2026-04-12T16:44:00Z,2026-04-12T18:31:00Z,2026-04-12T21:31:00Z,team-20,finetune,llm,8,1,48,180,180,normal,completed,gpu-node-11,107,success,45,job-00644
2026-04-05T18:17:00Z,2026-04-05T20:26:00Z,2026-04-06T03:30:00Z,team-10,evaluation,llm,8,1,80,480,424,low,failed,gpu-node-05,129,checkpoint_write_timeout,45,job-00260
2026-04-06T21:49:00Z,2026-04-06T22:12:00Z,2026-04-07T00:15:00Z,team-23,pretrain,embedding,1,1,80,180,123,low,completed,gpu-node-11,23,success,45,job-00327
2026-04-10T08:58:00Z,2026-04-10T09:19:00Z,2026-04-10T12:22:00Z,team-20,embedding-index,multimodal,4,1,80,240,183,high,completed,gpu-node-01,21,success,60,job-00533
2026-04-04T19:09:00Z,2026-04-04T19:26:00Z,2026-04-04T22:44:00Z,team-20,finetune,multimodal,1,1,80,180,198,normal,completed,gpu-node-05,17,success,45,job-00211
2026-04-13T15:40:00Z,2026-04-13T16:23:00Z,2026-04-13T22:20:00Z,team-01,pretrain,multimodal,1,1,48,360,357,low,completed,gpu-node-01,43,success,45,job-00711
2026-04-06T00:01:00Z,2026-04-06T00:46:00Z,2026-04-06T01:55:00Z,team-12,evaluation,multimodal,2,1,40,60,69,normal,completed,gpu-node-10,45,success,45,job-00274
2026-04-14T23:20:00Z,2026-04-14T23:44:00Z,2026-04-15T00:33:00Z,team-19,finetune,multimodal,1,1,48,45,49,normal,completed,gpu-node-02,24,success,60,job-00778
2026-04-11T11:27:00Z,2026-04-11T15:47:00Z,2026-04-11T18:05:00Z,team-18,batch-inference,llm,32,4,48,120,138,normal,completed,gpu-node-04|gpu-node-06|gpu-node-01|gpu-node-11,260,success,45,job-00589
2026-04-11T19:25:00Z,2026-04-11T20:21:00Z,2026-04-12T00:05:00Z,team-12,evaluation,multimodal,4,1,40,240,224,normal,completed,gpu-node-11,56,success,60,job-00605
2026-04-10T23:10:00Z,2026-04-10T23:26:00Z,2026-04-11T00:10:00Z,team-01,finetune,multimodal,1,1,40,45,44,normal,completed,gpu-node-04,16,success,30,job-00560
2026-04-07T18:55:00Z,2026-04-07T20:26:00Z,2026-04-08T01:10:00Z,team-04,finetune,multimodal,8,1,40,480,284,normal,completed,gpu-node-03,91,success,90,job-00383
2026-04-03T18:56:00Z,2026-04-03T20:07:00Z,2026-04-04T01:52:00Z,team-14,finetune,llm,8,1,40,480,345,normal,failed,gpu-node-01,71,node_lost,30,job-00130
2026-04-02T11:28:00Z,2026-04-02T12:16:00Z,2026-04-02T14:02:00Z,team-11,batch-inference,llm,1,1,40,90,106,normal,completed,gpu-node-01,48,success,60,job-00067
2026-04-10T08:44:00Z,2026-04-10T09:41:00Z,2026-04-10T15:30:00Z,team-10,embedding-index,multimodal,16,2,80,360,349,high,completed,gpu-node-05|gpu-node-08,57,success,60,job-00531
2026-04-10T19:27:00Z,2026-04-10T20:22:00Z,2026-04-10T22:22:00Z,team-12,batch-inference,multimodal,4,1,40,120,120,normal,completed,gpu-node-06,55,success,45,job-00553
2026-04-07T10:12:00Z,2026-04-07T10:40:00Z,2026-04-07T15:32:00Z,team-24,evaluation,vision,1,1,80,240,292,normal,completed,gpu-node-08,28,success,60,job-00356
2026-04-08T00:09:00Z,2026-04-08T01:26:00Z,2026-04-08T01:50:00Z,team-21,batch-inference,llm,1,1,48,30,24,low,completed,gpu-node-12,77,success,90,job-00400
2026-04-13T21:15:00Z,2026-04-13T21:50:00Z,2026-04-13T23:23:00Z,team-20,evaluation,vision,8,1,40,90,93,high,completed,gpu-node-05,35,success,30,job-00723
2026-04-12T23:58:00Z,2026-04-13T00:14:00Z,2026-04-13T01:41:00Z,team-03,evaluation,vision,2,1,48,90,87,high,completed,gpu-node-11,16,success,90,job-00658
2026-04-07T23:18:00Z,2026-04-07T23:33:00Z,2026-04-08T01:31:00Z,team-24,finetune,embedding,2,1,40,120,118,high,completed,gpu-node-04,15,success,90,job-00398
2026-04-03T21:41:00Z,2026-04-03T22:33:00Z,2026-04-04T05:12:00Z,team-21,embedding-index,vision,2,1,40,360,399,low,completed,gpu-node-05,52,success,30,job-00136
2026-04-03T05:57:00Z,2026-04-03T07:00:00Z,2026-04-03T07:55:00Z,team-22,evaluation,embedding,8,1,80,60,55,normal,completed,gpu-node-12,63,success,60,job-00109
2026-04-09T11:22:00Z,2026-04-09T11:58:00Z,2026-04-09T14:10:00Z,team-21,finetune,vision,1,1,48,120,132,normal,completed,gpu-node-11,36,success,90,job-00469
2026-04-07T04:31:00Z,2026-04-07T05:07:00Z,2026-04-07T06:55:00Z,team-07,pretrain,embedding,2,1,80,120,108,low,completed,gpu-node-06,36,success,60,job-00343
2026-04-06T18:22:00Z,2026-04-06T18:51:00Z,2026-04-06T19:53:00Z,team-16,finetune,multimodal,2,1,40,45,62,normal,completed,gpu-node-09,29,success,45,job-00311
2026-04-10T01:14:00Z,2026-04-10T02:04:00Z,2026-04-10T02:48:00Z,team-02,embedding-index,vision,2,1,40,45,44,low,completed,gpu-node-08,50,success,30,job-00519
2026-04-14T12:32:00Z,2026-04-14T12:40:00Z,2026-04-14T22:58:00Z,team-19,pretrain,vision,1,1,80,720,618,normal,completed,gpu-node-10,8,success,90,job-00750
2026-04-01T22:45:00Z,2026-04-01T23:34:00Z,2026-04-02T08:48:00Z,team-07,embedding-index,llm,4,1,40,480,554,normal,completed,gpu-node-09,49,success,90,job-00045
2026-04-01T21:33:00Z,2026-04-01T22:05:00Z,2026-04-02T01:29:00Z,team-21,batch-inference,embedding,2,1,48,240,204,normal,completed,gpu-node-11,32,success,45,job-00044
2026-04-08T09:08:00Z,2026-04-08T11:12:00Z,2026-04-08T15:26:00Z,team-16,batch-inference,vision,8,1,80,240,254,low,completed,gpu-node-07,124,success,45,job-00421
2026-04-10T15:08:00Z,2026-04-10T15:08:00Z,2026-04-10T20:57:00Z,team-06,pretrain,multimodal,2,1,80,360,349,normal,canceled,gpu-node-10,0,user_canceled,60,job-00545
2026-04-05T01:58:00Z,2026-04-05T02:10:00Z,2026-04-05T02:35:00Z,team-07,rlhf-batch,multimodal,1,1,80,30,25,low,completed,gpu-node-09,12,success,45,job-00225
2026-04-06T14:32:00Z,2026-04-06T16:46:00Z,2026-04-06T17:06:00Z,team-06,embedding-index,multimodal,8,1,40,30,20,normal,completed,gpu-node-12,134,success,30,job-00300
2026-04-08T08:28:00Z,2026-04-08T09:07:00Z,2026-04-08T13:49:00Z,team-07,finetune,llm,1,1,40,360,282,low,completed,gpu-node-05,39,success,30,job-00417
2026-04-10T23:05:00Z,2026-04-10T23:33:00Z,2026-04-11T01:16:00Z,team-01,finetune,multimodal,2,1,48,90,103,normal,completed,gpu-node-09,28,success,30,job-00558
2026-04-01T09:14:00Z,2026-04-01T10:20:00Z,2026-04-01T13:21:00Z,team-14,pretrain,llm,2,1,48,180,181,low,completed,gpu-node-04,66,success,30,job-00016
2026-04-11T21:47:00Z,2026-04-11T22:14:00Z,2026-04-12T09:47:00Z,team-12,batch-inference,multimodal,1,1,48,720,693,normal,completed,gpu-node-02,27,success,30,job-00607
2026-04-04T12:48:00Z,2026-04-04T13:07:00Z,2026-04-04T16:33:00Z,team-23,finetune,multimodal,1,1,80,240,206,high,completed,gpu-node-08,19,success,30,job-00164
2026-04-08T03:15:00Z,2026-04-08T03:39:00Z,2026-04-08T12:30:00Z,team-21,rlhf-batch,multimodal,1,1,40,480,531,normal,completed,gpu-node-11,24,success,30,job-00405
2026-04-13T12:22:00Z,2026-04-13T12:33:00Z,2026-04-13T15:11:00Z,team-19,finetune,embedding,1,1,40,180,158,normal,completed,gpu-node-12,11,success,60,job-00693
2026-04-11T19:17:00Z,2026-04-11T19:31:00Z,2026-04-12T01:51:00Z,team-10,pretrain,llm,1,1,40,480,380,normal,completed,gpu-node-01,14,success,60,job-00603
2026-04-10T16:49:00Z,2026-04-10T17:10:00Z,2026-04-10T17:48:00Z,team-06,finetune,multimodal,1,1,48,30,38,normal,completed,gpu-node-11,21,success,90,job-00547
2026-04-13T10:29:00Z,2026-04-13T15:30:00Z,2026-04-13T19:47:00Z,team-03,rlhf-batch,llm,32,4,48,240,257,normal,completed,gpu-node-07|gpu-node-01|gpu-node-12|gpu-node-06,301,success,60,job-00687
2026-04-06T14:14:00Z,2026-04-06T15:40:00Z,2026-04-06T18:15:00Z,team-23,evaluation,llm,8,1,40,180,155,normal,completed,gpu-node-02,86,success,45,job-00299
2026-04-05T06:30:00Z,2026-04-05T08:35:00Z,2026-04-05T09:51:00Z,team-16,pretrain,multimodal,32,4,48,90,76,high,completed,gpu-node-09|gpu-node-01|gpu-node-02|gpu-node-03,125,success,90,job-00239
2026-04-07T03:32:00Z,2026-04-07T04:07:00Z,2026-04-07T05:14:00Z,team-20,evaluation,embedding,8,1,48,90,67,high,completed,gpu-node-08,35,success,45,job-00339
2026-04-05T11:44:00Z,2026-04-05T12:27:00Z,2026-04-05T13:11:00Z,team-03,batch-inference,vision,2,1,48,45,44,low,completed,gpu-node-11,43,success,90,job-00246
2026-04-14T03:17:00Z,2026-04-14T03:39:00Z,2026-04-14T10:32:00Z,team-16,finetune,multimodal,1,1,48,360,413,normal,completed,gpu-node-04,22,success,60,job-00733
2026-04-14T02:08:00Z,2026-04-14T03:05:00Z,2026-04-14T03:58:00Z,team-21,pretrain,vision,4,1,48,45,53,normal,completed,gpu-node-02,57,success,60,job-00732
2026-04-14T14:03:00Z,2026-04-14T15:27:00Z,2026-04-14T20:46:00Z,team-08,rlhf-batch,multimodal,4,1,48,360,319,low,completed,gpu-node-07,84,success,30,job-00756
2026-04-10T14:17:00Z,2026-04-10T15:42:00Z,2026-04-10T17:50:00Z,team-11,evaluation,llm,4,1,40,120,128,normal,completed,gpu-node-12,85,success,60,job-00542
2026-04-08T06:00:00Z,2026-04-08T06:34:00Z,2026-04-08T08:34:00Z,team-06,finetune,embedding,1,1,48,120,120,low,completed,gpu-node-08,34,success,90,job-00411
2026-04-08T13:30:00Z,2026-04-08T14:58:00Z,2026-04-08T21:59:00Z,team-08,finetune,vision,4,1,80,480,421,low,completed,gpu-node-01,88,success,90,job-00425
2026-04-04T20:37:00Z,2026-04-04T21:05:00Z,2026-04-04T23:34:00Z,team-01,batch-inference,multimodal,1,1,40,120,149,normal,completed,gpu-node-10,28,success,90,job-00215
2026-04-09T13:49:00Z,2026-04-09T13:59:00Z,2026-04-09T15:37:00Z,team-10,finetune,llm,2,1,48,90,98,high,completed,gpu-node-01,10,success,60,job-00473
2026-04-14T08:43:00Z,2026-04-14T09:38:00Z,2026-04-14T11:39:00Z,team-01,evaluation,llm,4,1,40,180,121,normal,completed,gpu-node-10,55,success,30,job-00746
